aar,status,type,beskrivelse,count(*)
2022,"Utbedring bestilt","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",13
2022,"Videresendt veidrift",P-plass,"Brøyting/strøing - P-plass",13
2022,"Videresendt veidrift",Sykkelfelt,"Renhold - Sykkelfelt",13
2022,"Arbeid utført","Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",12
2022,BaneNor,"Annen forsøpling","Søppel - Annen forsøpling",12
2022,"Bydel Grünerløkka","Fulle søppelkasser","Søppel - Fulle søppelkasser",12
2022,"Bydel St.Hanshaugen",Feil/mangler,"Bymøbel - Feil/mangler",12
2022,"Eiendoms og byfornyelsesetaten","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",12
2022,Fritekst,Sykkelfelt,"Renhold - Sykkelfelt",12
2022,Fritekst,"Trafikklys - Tidsintervall","Trafikklys - Tidsintervall",12
2022,"Ikke behandlet","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",12
2022,"Oslobygg KF","Fulle søppelkasser","Søppel - Fulle søppelkasser",12
2022,"Statens vegvesen",Fortau,"Renhold - Fortau",12
2022,"Under behandling",Feil/mangler,"Bymøbel - Feil/mangler",12
2022,"Utbedring bestilt","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",12
2022,"Vann- og avløpsetaten",Veibane,"Hull i veien - Veibane",12
2022,"Videresendt veidrift","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",12
2022,"Videresendt veidrift","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",12
2022,"Bydel Alna","Fulle søppelkasser","Søppel - Fulle søppelkasser",11
2022,"Bydel St.Hanshaugen","Farlig avfall","Søppel - Farlig avfall",11
2022,Duplikat,Bommer,"Bommer - Bommer",11
2022,Duplikat,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",11
2022,Duplikat,"Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",11
2022,"Eiendoms og byfornyelsesetaten",Brekkasje,"Trær - Brekkasje",11
2022,Fritekst,"Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",11
2022,"Ikke behandlet",Risiko,"Trær - Risiko",11
2022,Kulturetaten,Tagging,"Tagging - Tagging",11
2022,"Privat eiendom",Feil/mangler,"Bymøbel - Feil/mangler",11
2022,"Privat eiendom","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",11
2022,"Statens vegvesen",Byggesonen,"Ulovlig overnatting - Byggesonen",11
2022,"Statens vegvesen","Mørk lampe","Gatelys - Mørk lampe",11
2022,"Statens vegvesen",Risiko,"Trær - Risiko",11
2022,"Utbedring bestilt",Bussbom,"Bommer - Bussbom",11
2022,"Utbedring bestilt","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",11
2022,"Videresendt arbeidsordre","Lyser hvitt eller rødt","Ladestolper - Lyser hvitt eller rødt",11
2022,"Videresendt arbeidsordre","Skade / hærverk","Ladestolper - Skade / hærverk",11
2022,"Videresendt parkforvaltning","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",11
2022,"Videresendt veidrift",P-plass,"Hull i veien - P-plass",11
2022,"Bydel Sagene",Feil/mangler,"Bymøbel - Feil/mangler",10
2022,"Bydel Stovner",Feil/mangler,"Lekeplass - Feil/mangler",10
2022,Duplikat,Annet,"Gatelys - Annet",10
2022,Duplikat,"Skilt i park/friområde","Skilt - Skilt i park/friområde",10
2022,Fritekst,"Midlertidig skilting","Skilt - Midlertidig skilting",10
2022,Fritekst,"Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",10
2022,"Ikke behandlet",Annet,"Gatelys - Annet",10
2022,"Leverandør avfallsekker",Fortau,"Renhold - Fortau",10
2022,"Privat vei","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",10
2022,Saksbehandles,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",10
2022,Saksbehandles,Veibane,"Brøyting/strøing - Veibane",10
2022,"Sporveien AS",Bommer,"Bommer - Bommer",10
2022,"Sporveien AS","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",10
2022,"Statens vegvesen",Holdeplass,"Brøyting/strøing - Holdeplass",10
2022,"Statens vegvesen",Holdeplass,"Renhold - Holdeplass",10
2022,"Statens vegvesen","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",10
2022,"Statens vegvesen",Veibane,"Renhold - Veibane",10
2022,"Treforvaltning - Del av årshjul",Risiko,"Trær - Risiko",10
2022,"Videresendt veidrift","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",10
2022,"Videresendt veidrift","Søppel på holdeplass","Søppel - Søppel på holdeplass",10
2022,"Arbeid utført",Holdeplass,"Bymøbel - Holdeplass",9
2022,"Bydel Gamle Oslo","Fulle søppelkasser","Søppel - Fulle søppelkasser",9
2022,"Bydel Sagene",Feil/mangler,"Lekeplass - Feil/mangler",9
2022,"Bydel Sagene","Park/friområde","Renhold - Park/friområde",9
2022,"Bydel St.Hanshaugen","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",9
2022,Duplikat,Fortau,"Hull i veien - Fortau",9
2022,Duplikat,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",9
2022,Duplikat,Risiko,"Lekeplass - Risiko",9
2022,Duplikat,Sykkelfelt,"Brøyting/strøing - Sykkelfelt",9
2022,Duplikat,"Trafikklys - Annet","Trafikklys - Annet",9
2022,Fritekst,Feil/mangler,"Idrettsutstyr - Feil/mangler",9
2022,Fritekst,Feil/mangler,"Lekeplass - Feil/mangler",9
2022,Fritekst,"Park/friområde","Renhold - Park/friområde",9
2022,"Ikke behandlet",Feil/mangler,"Bymøbel - Feil/mangler",9
2022,"Ikke behandlet","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",9
2022,"Oslobygg KF",Fortau,"Brøyting/strøing - Fortau",9
2022,"Privat eiendom",Feil/mangler,"Lekeplass - Feil/mangler",9
2022,"Privat eiendom",Fortau,"Renhold - Fortau",9
2022,"Privat eiendom","Mørk lampe","Gatelys - Mørk lampe",9
2022,"Privat eiendom","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",9
2022,"Privat vei",Bommer,"Bommer - Bommer",9
2022,Saksbehandles,Feil/mangler,"Idrettsutstyr - Feil/mangler",9
2022,Saksbehandles,"Plen/grøntområder","Gressklipping - Plen/grøntområder",9
2022,Saksbehandles,"Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",9
2022,"Statens vegvesen","Farlig avfall","Søppel - Farlig avfall",9
2022,"Videresendt BYM områdeansvarlig",Fortau,"Hull i veien - Fortau",9
2022,"Videresendt parkforvaltning",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",9
2022,"Videresendt parkforvaltning","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",9
2022,"Videresendt vaktsentralen",Fortau,"Hull i veien - Fortau",9
2022,"Videresendt veidrift","Plen/grøntområder","Gressklipping - Plen/grøntområder",9
2022,"Videresendt veidrift","Skilt i park/friområde","Skilt - Skilt i park/friområde",9
2022,"Arbeid utført",Utmark,"Ulovlig overnatting - Utmark",8
2022,"Bydel Grünerløkka",Tagging,"Tagging - Tagging",8
2022,"Bydel Grünerløkka","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",8
2022,"Bydel Sagene","Fulle søppelkasser","Søppel - Fulle søppelkasser",8
2022,"Bydel St.Hanshaugen","Plen/grøntområder","Gressklipping - Plen/grøntområder",8
2022,Duplikat,Blender,"Gatelys - Blender",8
2022,Duplikat,"Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",8
2022,Fritekst,Byggesonen,"Ulovlig overnatting - Byggesonen",8
2022,Fritekst,"Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",8
2022,Fritekst,"Søppel på holdeplass","Søppel - Søppel på holdeplass",8
2022,"Ikke behandlet","Farlig avfall","Søppel - Farlig avfall",8
2022,"Ikke behandlet","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",8
2022,"Oslobygg KF",Brekkasje,"Trær - Brekkasje",8
2022,"Oslobygg KF",Risiko,"Trær - Risiko",8
2022,"Oslobygg KF",Tagging,"Tagging - Tagging",8
2022,"Privat eiendom",Fortau,"Brøyting/strøing - Fortau",8
2022,"Privat vei","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",8
2022,Saksbehandles,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",8
2022,Saksbehandles,"Skilt i park/friområde","Skilt - Skilt i park/friområde",8
2022,"Statens vegvesen","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",8
2022,"Statens vegvesen",Feil/mangler,"Bymøbel - Feil/mangler",8
2022,"Statens vegvesen","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",8
2022,"Statens vegvesen","Midlertidig skilting","Skilt - Midlertidig skilting",8
2022,"Statens vegvesen","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",8
2022,"Under behandling","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",8
2022,"Utbedring bestilt",Risiko,"Lekeplass - Risiko",8
2022,"Utbedring bestilt","Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",8
2022,"Utbedring bestilt","Trafikklys - Trykknapp","Trafikklys - Trykknapp",8
2022,"Vann- og avløpsetaten","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",8
2022,"Videresendt arbeidsordre","Kvittering skrives ikke ut","Betalingsautomater - Kvittering skrives ikke ut",8
2022,"Videresendt parkforvaltning","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",8
2022,"Videresendt parkforvaltning",Skader/mangler,"Toaletter - Skader/mangler",8
2022,"Videresendt veidrift",Renhold,"Bymøbel - Renhold",8
2022,"Aktør for sparkesykkel","Farlig avfall","Søppel - Farlig avfall",7
2022,"Bydel Grünerløkka",Byggesonen,"Ulovlig overnatting - Byggesonen",7
2022,"Bydel Sagene","Annen forsøpling","Søppel - Annen forsøpling",7
2022,"Bydel St.Hanshaugen","Fulle søppelkasser","Søppel - Fulle søppelkasser",7
2022,Duplikat,Fortau,"Renhold - Fortau",7
2022,Duplikat,"Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",7
2022,Duplikat,"Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",7
2022,Duplikat,Strandrenhold,"Badeplass - Strandrenhold",7
2022,Duplikat,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",7
2022,"Eiendoms og byfornyelsesetaten","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",7
2022,"Eiendoms og byfornyelsesetaten","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",7
2022,Elvia/Hafslund,Annet,"Gatelys - Annet",7
2022,Fritekst,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",7
2022,Fritekst,P-plass,"Renhold - P-plass",7
2022,Fritekst,"Skadet ledning","Gatelys - Skadet ledning",7
2022,"Ikke behandlet",Sykkelfelt,"Brøyting/strøing - Sykkelfelt",7
2022,"Ikke behandlet","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",7
2022,Kulturetaten,"Annen forsøpling","Søppel - Annen forsøpling",7
2022,"Oslobygg KF","Park/friområde","Renhold - Park/friområde",7
2022,"Oslobygg KF",Veibane,"Brøyting/strøing - Veibane",7
2022,"Privat eiendom","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",7
2022,"Privat eiendom","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",7
2022,"Privat eiendom","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",7
2022,Saksbehandles,P-plass,"Brøyting/strøing - P-plass",7
2022,"Sporveien AS","Annen forsøpling","Søppel - Annen forsøpling",7
2022,"Sporveien AS",Fortau,"Brøyting/strøing - Fortau",7
2022,"Statens vegvesen",Bommer,"Bommer - Bommer",7
2022,Statsbygg,Brygge/badetrapp,"Badeplass - Brygge/badetrapp",7
2022,Telenor,Annet,"Gatelys - Annet",7
2022,"Under behandling","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",7
2022,"Utbedring bestilt",Byggesonen,"Ulovlig overnatting - Byggesonen",7
2022,"Utbedring bestilt","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",7
2022,"Utbedring bestilt",Holdeplass,"Renhold - Holdeplass",7
2022,"Utbedring bestilt","Midlertidig skilting","Skilt - Midlertidig skilting",7
2022,"Utbedring bestilt","Skilt i park/friområde","Skilt - Skilt i park/friområde",7
2022,"Utbedring bestilt",Strandrenhold,"Badeplass - Strandrenhold",7
2022,"Vann- og avløpsetaten",Fortau,"Hull i veien - Fortau",7
2022,"Videresendt arbeidsordre","Virker ikke på app","Ladestolper - Virker ikke på app",7
2022,"Videresendt parkforvaltning","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",7
2022,"Videresendt vaktsentralen",Fortau,"Renhold - Fortau",7
2022,"Videresendt veidrift","Farlig avfall","Søppel - Farlig avfall",7
2022,"Videresendt veidrift","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",7
2022,"Videresendt veidrift",Holdeplass,"Bymøbel - Holdeplass",7
2022,"Videresendt veidrift","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",7
2022,"Videresendt veidrift",Tagging,"Tagging - Tagging",7
2022,"Bydel St.Hanshaugen",Feil/mangler,"Lekeplass - Feil/mangler",6
2022,"Eiendoms og byfornyelsesetaten","Park/friområde","Renhold - Park/friområde",6
2022,"Eiendoms og byfornyelsesetaten","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",6
2022,Elvia/Hafslund,"Skadet mast","Gatelys - Skadet mast / stolpe",6
2022,Fritekst,Blender,"Gatelys - Blender",6
2022,Fritekst,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",6
2022,Fritekst,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",6
2022,Fritekst,P-plass,"Brøyting/strøing - P-plass",6
2022,Fritekst,Renhold,"Bymøbel - Renhold",6
2022,Fritekst,Risiko,"Lekeplass - Risiko",6
2022,Fritekst,"Skadet mast","Gatelys - Skadet mast / stolpe",6
2022,"Gårdeiers ansvar","Fulle søppelkasser","Søppel - Fulle søppelkasser",6
2022,"Ikke behandlet",Blender,"Gatelys - Blender",6
2022,"Ikke behandlet",Brekkasje,"Trær - Brekkasje",6
2022,"Ikke behandlet","Midlertidig skilting","Skilt - Midlertidig skilting",6
2022,"Ikke behandlet",P-plass,"Hull i veien - P-plass",6
2022,"Oslo Havn KF",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",6
2022,"Oslobygg KF",Annet,"Gatelys - Annet",6
2022,"Oslobygg KF",Feil/mangler,"Idrettsutstyr - Feil/mangler",6
2022,"Oslobygg KF",P-plass,"Hull i veien - P-plass",6
2022,"Oslobygg KF","Plen/grøntområder","Gressklipping - Plen/grøntområder",6
2022,"Privat eiendom",Byggesonen,"Ulovlig overnatting - Byggesonen",6
2022,"Privat eiendom",P-plass,"Renhold - P-plass",6
2022,"Privat eiendom",Risiko,"Lekeplass - Risiko",6
2022,"Privat eiendom",Utmark,"Ulovlig overnatting - Utmark",6
2022,"Privat eiendom","Ønske om nytt tre","Trær - Ønske om nytt tre",6
2022,"Privat vei","Mørk lampe","Gatelys - Mørk lampe",6
2022,Saksbehandles,Fortau,"Brøyting/strøing - Fortau",6
2022,Saksbehandles,"Park/friområde","Renhold - Park/friområde",6
2022,Saksbehandles,Risiko,"Trær - Risiko",6
2022,"Sporveien AS","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",6
2022,"Sporveien AS","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",6
2022,"Sporveien AS","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",6
2022,"Statens vegvesen",Brekkasje,"Trær - Brekkasje",6
2022,"Statens vegvesen","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",6
2022,"Statens vegvesen","Park/friområde","Renhold - Park/friområde",6
2022,"Under behandling",Brekkasje,"Trær - Brekkasje",6
2022,"Under behandling",Veibane,"Hull i veien - Veibane",6
2022,"Utbedring bestilt",Renhold,"Bymøbel - Renhold",6
2022,"Videresendt arbeidsordre","Skade / hærverk","Betalingsautomater - Skade / hærverk",6
2022,"Videresendt parkforvaltning",Fortau,"Brøyting/strøing - Fortau",6
2022,"Videresendt parkforvaltning",Fortau,"Renhold - Fortau",6
2022,"Videresendt veidrift","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",6
2022,"Bydel Bjerke","Fulle søppelkasser","Søppel - Fulle søppelkasser",5
2022,"Bydel Sagene",Tagging,"Tagging - Tagging",5
2022,"Bydel St.Hanshaugen","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",5
2022,"Eiendoms og byfornyelsesetaten","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",5
2022,Elvia/Hafslund,"Annen forsøpling","Søppel - Annen forsøpling",5
2022,Elvia/Hafslund,Feil/mangler,"Bymøbel - Feil/mangler",5
2022,Elvia/Hafslund,"Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",5
2022,Fritekst,Holdeplass,"Renhold - Holdeplass",5
2022,Fritekst,"Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",5
2022,Fritekst,Sykkelfelt,"Brøyting/strøing - Sykkelfelt",5
2022,Fritekst,Sykkelfelt,"Hull i veien - Sykkelfelt",5
2022,"Ikke behandlet",Bommer,"Bommer - Bommer",5
2022,"Ikke behandlet",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",5
2022,"Ikke behandlet",Feil/mangler,"Lekeplass - Feil/mangler",5
2022,"Ikke behandlet","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",5
2022,"Ikke behandlet",P-plass,"Brøyting/strøing - P-plass",5
2022,"Ikke behandlet","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",5
2022,"Privat eiendom",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",5
2022,"Privat eiendom","Greiner skygger for belysning","Trær - Greiner skygger for belysning",5
2022,"Privat eiendom","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",5
2022,"Privat eiendom",Parkeringsskilt,"Skilt - Parkeringsskilt",5
2022,"Privat vei",Fortau,"Hull i veien - Fortau",5
2022,"Privat vei",Fortau,"Renhold - Fortau",5
2022,"Privat vei",Parkeringsskilt,"Skilt - Parkeringsskilt",5
2022,Saksbehandles,Brygge/badetrapp,"Badeplass - Brygge/badetrapp",5
2022,Saksbehandles,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",5
2022,Saksbehandles,"Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",5
2022,Saksbehandles,Sykkelfelt,"Hull i veien - Sykkelfelt",5
2022,Saksbehandles,Veibane,"Renhold - Veibane",5
2022,"Statens vegvesen","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",5
2022,"Statens vegvesen","Ønske om nytt tre","Trær - Ønske om nytt tre",5
2022,Statsbygg,Brekkasje,"Trær - Brekkasje",5
2022,Statsbygg,"Fulle søppelkasser","Søppel - Fulle søppelkasser",5
2022,Statsbygg,Strandrenhold,"Badeplass - Strandrenhold",5
2022,"Under behandling",Feil/mangler,"Idrettsutstyr - Feil/mangler",5
2022,"Under behandling",Fortau,"Brøyting/strøing - Fortau",5
2022,"Under behandling","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",5
2022,"Utbedring bestilt","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",5
2022,"Utbedring bestilt",P-plass,"Renhold - P-plass",5
2022,"Utbedring bestilt",Skader/mangler,"Toaletter - Skader/mangler",5
